step,value
1,0.6429584622383118
2,0.656642735004425
3,0.7080007195472717
4,0.6890988349914551
5,0.7176194190979004
6,0.685885488986969
7,0.708465039730072
8,0.6056426763534546
9,0.6689252853393555
10,0.6994907259941101
11,0.6859079003334045
12,0.6838488578796387
13,0.6703333258628845
14,0.7034509778022766
15,0.6643239855766296
16,0.7650601863861084
17,0.7407554984092712
18,0.6623769998550415
19,0.7343640327453613
20,0.6973589062690735
21,0.6882943511009216
22,0.6535549759864807
23,0.7029840350151062
24,0.7199398875236511
25,0.6704521775245667
26,0.5978236794471741
27,0.6781417727470398
28,0.736570417881012
29,0.6856882572174072
30,0.6498430371284485
31,0.6685753464698792
32,0.670468807220459
33,0.749006450176239
34,0.6741740107536316
35,0.6588593125343323
36,0.7145280241966248
37,0.6613417267799377
38,0.711785078048706
39,0.7308565974235535
40,0.6565291285514832
41,0.7100833058357239
42,0.7907016277313232
43,0.6216095089912415
44,0.6678733825683594
45,0.7673730850219727
46,0.7109368443489075
47,0.7123608589172363
48,0.7758892178535461
49,0.685269296169281
50,0.7346379160881042
51,0.7707303166389465
52,0.7146993279457092
53,0.7622976303100586
54,0.6795434355735779
55,0.748241126537323
56,0.6571978330612183
57,0.6584877371788025
58,0.6733906269073486
59,0.6960777640342712
60,0.7174201011657715
61,0.6835034489631653
62,0.7544147968292236
63,0.7172992825508118
64,0.6814157366752625
65,0.6989841461181641
66,0.7125547528266907
67,0.6746830344200134
68,0.6815598607063293
69,0.6541045308113098
70,0.6837652325630188
71,0.6751287579536438
72,0.6734879016876221
73,0.6729416847229004
74,0.671360194683075
75,0.7096999287605286
76,0.7021308541297913
77,0.7068891525268555
78,0.7156454920768738
79,0.7087028622627258
80,0.6919364929199219
81,0.6875743269920349
82,0.6909840106964111
83,0.6364325881004333
84,0.6725768446922302
85,0.7301798462867737
86,0.6688231825828552
87,0.6700760722160339
88,0.6326205134391785
89,0.6627005934715271
90,0.6856951117515564
91,0.6289329528808594
92,0.6457638144493103
93,0.7193007469177246
94,0.768634557723999
95,0.711460292339325
96,0.681922197341919
97,0.6495890021324158
98,0.6242519617080688
99,0.708530843257904
100,0.6829189658164978
101,0.7187804579734802
102,0.6168333292007446
103,0.7045863270759583
104,0.6698886752128601
105,0.6729715466499329
106,0.6482234001159668
107,0.6821187138557434
108,0.6718974113464355
109,0.7003435492515564
110,0.6934912800788879
111,0.7535917162895203
112,0.7240994572639465
113,0.6596254110336304
114,0.6560614109039307
115,0.6826498508453369
116,0.6984820365905762
117,0.6864761710166931
118,0.6529988646507263
119,0.6899445652961731
120,0.6961842179298401
121,0.6854949593544006
122,0.725439727306366
123,0.6616093516349792
124,0.6614156365394592
125,0.6782713532447815
126,0.702523410320282
127,0.6918718218803406
128,0.6234655976295471
129,0.6646918654441833
130,0.7115193009376526
131,0.7325368523597717
132,0.6823905110359192
133,0.7122265696525574
134,0.7106353640556335
135,0.6764697432518005
136,0.6778756976127625
137,0.6788783669471741
138,0.7382904887199402
139,0.7127322554588318
140,0.659092128276825
141,0.6717073917388916
142,0.6727103590965271
143,0.7438554167747498
144,0.6937642097473145
145,0.7337412238121033
146,0.6659636497497559
147,0.684516429901123
148,0.7029350399971008
149,0.6710756421089172
150,0.7138952612876892
151,0.694023609161377
152,0.6711432337760925
153,0.6878196597099304
154,0.668313205242157
155,0.7015777230262756
156,0.6613083481788635
157,0.6628741025924683
158,0.695888340473175
159,0.66471266746521
160,0.6475998163223267
161,0.6498846411705017
162,0.6941914558410645
163,0.6486539244651794
164,0.6607956886291504
165,0.7534202933311462
166,0.6648882031440735
167,0.7425286173820496
168,0.6835879683494568
169,0.650016725063324
170,0.6950854659080505
171,0.6716980934143066
172,0.6559931635856628
173,0.642595112323761
174,0.7002511024475098
175,0.6294117569923401
176,0.6916375756263733
177,0.7140269875526428
178,0.6710416674613953
179,0.6672845482826233
180,0.7105262279510498
181,0.6842038035392761
182,0.6802371144294739
183,0.7141983509063721
184,0.64228355884552
185,0.6260599493980408
186,0.7254305481910706
187,0.679033100605011
188,0.6667397022247314
189,0.6989356875419617
190,0.6954004764556885
191,0.6806836128234863
192,0.677056074142456
193,0.6668582558631897
194,0.6785469055175781
195,0.6230478286743164
196,0.7354398369789124
197,0.680131196975708
198,0.650245189666748
199,0.6891501545906067
200,0.7057676911354065
201,0.6895525455474854
202,0.6392430663108826
203,0.7177903652191162
204,0.6564637422561646
205,0.695271909236908
206,0.7079446911811829
207,0.6797055602073669
208,0.6906821727752686
209,0.6663468480110168
210,0.6540704369544983
211,0.6548803448677063
212,0.6553918123245239
213,0.6462162137031555
214,0.6259500980377197
215,0.6304143667221069
216,0.6482526063919067
217,0.7530611157417297
218,0.7574283480644226
219,0.7376773357391357
220,0.6684794425964355
221,0.6585682034492493
222,0.6601873636245728
223,0.6642219424247742
224,0.7404947876930237
225,0.6715948581695557
226,0.6844925880432129
227,0.6009489297866821
228,0.6750254034996033
229,0.7236402034759521
230,0.6829807758331299
231,0.7622845768928528
232,0.6209432482719421
233,0.627840518951416
234,0.638643205165863
235,0.7110441327095032
236,0.6989520192146301
237,0.7122036814689636
238,0.6595273613929749
239,0.6348786354064941
240,0.6559496521949768
241,0.754044234752655
242,0.7306928634643555
243,0.6159507632255554
244,0.7150447964668274
245,0.6894736886024475
246,0.6695331931114197
247,0.678615152835846
248,0.653842568397522
249,0.6866793632507324
250,0.7018201947212219
251,0.6964145302772522
252,0.7368872761726379
253,0.7093465924263
254,0.6994935870170593
255,0.6159687638282776
256,0.6749506592750549
257,0.6682537198066711
258,0.6924968361854553
259,0.6473285555839539
260,0.6803915500640869
261,0.667116641998291
262,0.7038226127624512
263,0.6777527928352356
264,0.6728134155273438
265,0.6825619339942932
266,0.7167744636535645
267,0.626949667930603
268,0.6805353760719299
269,0.6257861852645874
270,0.6845138669013977
271,0.7112656235694885
272,0.7105280756950378
273,0.733187735080719
274,0.6707973480224609
275,0.7088234424591064
276,0.7018068432807922
277,0.7197827696800232
278,0.6475357413291931
279,0.6641557812690735
280,0.6840603947639465
281,0.6884557604789734
282,0.6844000220298767
283,0.6548738479614258
284,0.6612403392791748
285,0.6615509390830994
286,0.6629042029380798
287,0.6223852634429932
288,0.6672875285148621
289,0.7095918655395508
290,0.6565041542053223
291,0.6887342929840088
292,0.7127916216850281
293,0.6807418465614319
294,0.6444826722145081
295,0.6659695506095886
296,0.6787693500518799
297,0.650514543056488
298,0.6907774806022644
299,0.6312750577926636
300,0.7481367588043213
301,0.6364653706550598
302,0.6236526966094971
303,0.6626902222633362
304,0.6908248066902161
305,0.7279792428016663
306,0.6355710029602051
307,0.68403559923172
308,0.7789413332939148
309,0.6096110939979553
310,0.6777782440185547
311,0.6827821731567383
312,0.6867935657501221
313,0.6979178786277771
314,0.6627984642982483
315,0.6095702052116394
316,0.6665253639221191
317,0.6169756054878235
318,0.6597118973731995
319,0.8156613707542419
320,0.5828690528869629
321,0.6657517552375793
322,0.6474595665931702
323,0.7355212569236755
324,0.7417495846748352
325,0.6923193335533142
326,0.7095664143562317
327,0.6664344668388367
328,0.6722032427787781
329,0.6015867590904236
330,0.661672830581665
331,0.7210968136787415
332,0.7396938800811768
333,0.6949451565742493
334,0.6526187062263489
335,0.6604019999504089
336,0.6872134804725647
337,0.6413914561271667
338,0.6265379190444946
339,0.6579222083091736
340,0.7074796557426453
