step	train_acc	train_auc	train_bal_acc	train_fn	train_fp	train_tn	train_tnr	train_tp	train_tpr	val_acc	val_auc	val_bal_acc	val_fn	val_fp	val_tn	val_tnr	val_tp	val_tpr	train_f1	val_f1	selected_epoch
1	0.5385416746139526	0.5546634793281555	0.5312643051147461	190	253	192	0.4314606785774231	325	0.6310679316520691	0.5524861812591553	0.5903659462928772	0.5538959503173828	34	47	56	0.5436893105506897	44	0.5641025900840759	0.5946935041171089	0.5207100591715976	FALSE
2	0.643750011920929	0.6801374554634094	0.6328351497650146	112	230	215	0.483146071434021	403	0.7825242877006531	0.530386745929718	0.5368434190750122	0.5422579050064087	29	56	47	0.4563106894493103	49	0.6282051205635071	0.7020905923344948	0.5355191256830601	FALSE
3	0.6489583253860474	0.7103589177131653	0.6396749019622803	120	217	228	0.5123595595359802	395	0.7669903039932251	0.5138121843338013	0.5650983452796936	0.5105800628662109	40	48	55	0.5339806079864502	38	0.4871794879436493	0.7009760425909495	0.4634146341463415	FALSE
4	0.6781250238418579	0.7625002861022949	0.6677757501602173	98	211	234	0.5258427262306213	417	0.8097087144851685	0.5580110549926758	0.5812795758247375	0.5478590726852417	41	39	64	0.6213592290878296	37	0.4743589758872986	0.7296587926509186	0.4805194805194805	FALSE
5	0.6927083134651184	0.7664579749107361	0.6871713995933533	122	173	272	0.6112359762191772	393	0.7631068229675293	0.5580110549926758	0.5860094428062439	0.5618621110916138	32	48	55	0.5339806079864502	46	0.5897436141967773	0.727104532839963	0.5348837209302325	FALSE
6	0.7291666865348816	0.8098527193069458	0.7271081209182739	126	134	311	0.6988763809204102	389	0.7553398013114929	0.580110490322113	0.6080408096313477	0.5657206773757935	42	34	69	0.6699029207229614	36	0.4615384638309479	0.7495183044315993	0.4864864864864865	FALSE
7	0.7291666865348816	0.8214770555496216	0.7277190089225769	130	130	315	0.7078651785850525	385	0.7475728392601013	0.591160237789154	0.6289519667625427	0.5629823207855225	50	24	79	0.7669903039932251	28	0.3589743673801422	0.7475728155339806	0.4307692307692308	FALSE
8	0.7604166865348816	0.8476186394691467	0.7608159780502319	126	104	341	0.766292154788971	389	0.7553398013114929	0.5966851115226746	0.6310679316520691	0.6098456382751465	23	50	53	0.5145630836486816	55	0.7051281929016113	0.7718253968253969	0.6010928961748634	FALSE
9	0.7749999761581421	0.8510265350341797	0.7741027474403381	110	106	339	0.7617977261543274	405	0.7864077687263489	0.6022099256515503	0.6478715538978577	0.5851381421089172	42	30	73	0.708737850189209	36	0.4615384638309479	0.7894736842105263	0.5	FALSE
10	0.8052083253860474	0.8812043070793152	0.8071452379226685	113	74	371	0.833707869052887	402	0.7805825471878052	0.580110490322113	0.6479960083961487	0.5688324570655823	40	36	67	0.6504854559898376	38	0.4871794879436493	0.8113017154389506	0.5	FALSE
11	0.8208333253860474	0.9007527232170104	0.8223191499710083	102	70	375	0.8426966071128845	413	0.8019417524337769	0.6298342347145081	0.6427682638168335	0.6234129667282104	33	34	69	0.6699029207229614	45	0.5769230723381042	0.8276553106212425	0.5732484076433121	TRUE
12	0.8104166388511658	0.906246304512024	0.8103196620941162	97	85	360	0.8089887499809265	418	0.8116505146026611	0.6187845468521118	0.6374160051345825	0.6214836835861206	28	41	62	0.6019417643547058	50	0.6410256624221802	0.8212180746561886	0.591715976331361	FALSE
13	0.8489583134651184	0.9229540824890136	0.849449098110199	81	64	381	0.8561797738075256	434	0.8427184224128723	0.6077347993850708	0.6535972356796265	0.6164426207542419	25	46	57	0.553398072719574	53	0.6794871687889099	0.8568608094768015	0.5988700564971752	FALSE
14	0.878125011920929	0.9467743039131165	0.879077136516571	69	48	397	0.8921348452568054	446	0.8660194277763367	0.6077347993850708	0.6407766938209534	0.5775454640388489	50	21	82	0.7961165308952332	28	0.3589743673801422	0.8840436075322101	0.4409448818897638	FALSE
15	0.875	0.9511901140213012	0.8752481937408447	66	54	391	0.8786516785621643	449	0.8718446493148804	0.591160237789154	0.6310679316520691	0.5863206386566162	35	39	64	0.6213592290878296	43	0.5512820482254028	0.8821218074656189	0.5375	FALSE
