step,value
1,0.7171754837036133
2,0.6911375522613525
3,0.8321561217308044
4,0.7043798565864563
5,0.7513236403465271
6,0.7421919107437134
7,0.862797200679779
8,0.7337656617164612
9,0.6487202644348145
10,0.6544264554977417
11,0.6683765053749084
12,0.6384033560752869
13,0.6868633031845093
14,0.7520809769630432
15,0.7359721064567566
16,0.7110516428947449
17,0.6324329376220703
18,0.5900911092758179
19,0.6139238476753235
20,0.6218498349189758
21,0.6856655478477478
22,0.6733207106590271
23,0.6009746789932251
24,0.6387876868247986
25,0.6867040395736694
26,0.772820234298706
27,0.6700127720832825
28,0.7539275288581848
29,0.5354228019714355
30,0.5567735433578491
31,0.7590197920799255
32,0.7880140542984009
33,0.6601830720901489
34,0.8030021786689758
35,0.5782513618469238
36,0.5776394605636597
37,0.6360925436019897
38,0.6274089813232422
39,0.6283608078956604
40,0.650109052658081
41,0.6407263875007629
42,0.6489280462265015
43,0.5912405252456665
44,0.7745387554168701
45,0.6087201237678528
46,0.5449846386909485
47,0.6137297749519348
48,0.6599403023719788
49,0.5464305281639099
50,0.5742230415344238
51,0.6598120927810669
52,0.7199047803878784
53,0.6347425580024719
54,0.5148705244064331
55,0.6124329566955566
56,0.6624817252159119
57,0.726948618888855
58,0.6162019371986389
59,0.6879863739013672
60,0.5346065163612366
61,0.6036179065704346
62,0.5620442628860474
63,0.5535900592803955
64,0.754501461982727
65,0.6246454119682312
66,0.6700453758239746
67,0.5832545757293701
68,0.5879744291305542
69,0.7589982748031616
70,0.6383281350135803
71,0.5030925869941711
72,0.7644962668418884
73,0.5589075088500977
74,0.5960322618484497
75,0.5363454818725586
76,0.5664585828781128
77,0.5872527360916138
78,0.6283043026924133
79,0.654427707195282
80,0.6958625316619873
81,0.7298653721809387
82,0.5618184208869934
83,0.5023667216300964
84,0.7967237830162048
85,0.4961654543876648
86,0.7306942939758301
87,0.5877475142478943
88,0.5915184020996094
89,0.7901551127433777
90,0.7316043972969055
91,0.5653247833251953
92,0.5783982872962952
93,0.5209189057350159
94,0.6728907823562622
95,0.5933371186256409
96,0.49489539861679077
97,0.6437944769859314
98,0.635076105594635
99,0.6148809194564819
100,0.6112796664237976
101,0.6125531196594238
102,0.6869072318077087
103,0.6523975729942322
104,0.6136202216148376
105,0.5545135736465454
106,0.5958554148674011
107,0.5989413857460022
108,0.585364580154419
109,0.5176775455474854
110,0.5345286726951599
111,0.5884528160095215
112,0.5742042064666748
113,0.5050694942474365
114,0.5467512011528015
115,0.6418017148971558
116,0.6497602462768555
117,0.627698540687561
118,0.5864056348800659
119,0.527775764465332
120,0.6040470600128174
121,0.5916157960891724
122,0.550728440284729
123,0.7104352116584778
124,0.4856402575969696
125,0.8318281173706055
126,0.5961616039276123
127,0.7380213141441345
128,0.5770928263664246
129,0.5393615365028381
130,0.5922579765319824
131,0.533437967300415
132,0.4689004123210907
133,0.5650023818016052
134,0.5580593347549438
135,0.6769126057624817
136,0.5279790759086609
137,0.5552941560745239
138,0.6314056515693665
139,0.5685453414916992
140,0.7095125317573547
141,0.5914621949195862
142,0.6496421694755554
143,0.5854393839836121
144,0.6448974609375
145,0.6932151317596436
146,0.7086184024810791
147,0.5609479546546936
148,0.6201008558273315
149,0.5694795846939087
150,0.5602337121963501
151,0.4993501901626587
152,0.5639668703079224
153,0.6176971793174744
154,0.5710400938987732
155,0.5662251114845276
156,0.5653451085090637
157,0.5058510899543762
158,0.6009776592254639
159,0.5782514810562134
160,0.5348201990127563
161,0.4749147891998291
162,0.5138798952102661
163,0.5286489725112915
164,0.5010886788368225
165,0.5086825489997864
166,0.5786973237991333
167,0.43522125482559204
168,0.5135159492492676
169,0.7343212962150574
170,0.6872361898422241
171,0.48948803544044495
172,0.6153113842010498
173,0.5929443836212158
174,0.49754011631011963
175,0.7235748171806335
176,0.4735456109046936
177,0.47465968132019043
178,0.605025053024292
179,0.5315495729446411
180,0.6373849511146545
181,0.7361924648284912
182,0.6355885863304138
183,0.6806344389915466
184,0.6193438768386841
185,0.5332815647125244
186,0.47186461091041565
187,0.4998590350151062
188,0.7404201030731201
189,0.4762050211429596
190,0.5978137850761414
191,0.4128851890563965
192,0.4894747734069824
193,0.5331809520721436
194,0.5524984002113342
195,0.618812620639801
196,0.6385625004768372
197,0.48655760288238525
198,0.47604891657829285
199,0.4733174741268158
200,0.5098797082901001
201,0.6256831288337708
202,0.5185533165931702
203,0.5204501152038574
204,0.5012207627296448
205,0.5532035231590271
206,0.634475827217102
207,0.7289971709251404
208,0.43688082695007324
209,0.7241048812866211
210,0.5433782935142517
211,0.643089771270752
212,0.6578027009963989
213,0.6998169422149658
214,0.6936055421829224
215,0.6209654211997986
216,0.45707958936691284
217,0.5210651755332947
218,0.4461405873298645
219,0.447873055934906
220,0.5303959250450134
221,0.6488749384880066
222,0.6260981559753418
223,0.5461071133613586
224,0.5900177359580994
225,0.710645854473114
226,0.49572181701660156
227,0.6222736239433289
228,0.5256937742233276
229,0.6548322439193726
230,0.5905519127845764
231,0.48647603392601013
232,0.5391911268234253
233,0.5650212168693542
234,0.608152449131012
235,0.5758668184280396
236,0.7221167683601379
237,0.431594580411911
238,0.5034644603729248
239,0.5397127270698547
240,0.7276359796524048
241,0.5293723344802856
242,0.5215283036231995
243,0.5689283609390259
244,0.5268654823303223
245,0.5667277574539185
246,0.5005165934562683
247,0.6234758496284485
248,0.43372058868408203
249,0.5435134172439575
250,0.6412354111671448
251,0.6232641935348511
252,0.49539586901664734
253,0.6407552361488342
254,0.4161376357078552
255,0.5740847587585449
256,0.6305456161499023
257,0.5998833775520325
258,0.44466105103492737
259,0.4938082993030548
260,0.5565833449363708
261,0.43075448274612427
262,0.4936037063598633
263,0.6341004371643066
264,0.5167838335037231
265,0.4874240756034851
266,0.43988707661628723
267,0.6141631603240967
268,0.7047433257102966
269,0.46688970923423767
270,0.6227521896362305
271,0.5837914347648621
272,0.436921089887619
273,0.6130931377410889
274,0.5743115544319153
275,0.6063681840896606
276,0.5240289568901062
277,0.5951660871505737
278,0.5385336875915527
279,0.6440306305885315
280,0.45624011754989624
281,0.4465430676937103
282,0.614206075668335
283,0.6459818482398987
284,0.5399696826934814
285,0.8312854766845703
286,0.5850315093994141
287,0.5744283199310303
288,0.4426579475402832
289,0.48202142119407654
290,0.6692259311676025
291,0.43464094400405884
292,0.4939904808998108
293,0.46237361431121826
294,0.595953106880188
295,0.59151291847229
296,0.5962166786193848
297,0.5927023887634277
298,0.48324233293533325
299,0.5760319828987122
300,0.5736045241355896
301,0.485011488199234
302,0.5730921626091003
303,0.4812908470630646
304,0.7441336512565613
305,0.6212995648384094
306,0.5213032364845276
307,0.5467560887336731
308,0.4520873427391052
309,0.3706616163253784
310,0.41848990321159363
311,0.3838341236114502
312,0.47498011589050293
313,0.4560239911079407
314,0.5619499683380127
315,0.8020225167274475
316,0.494333952665329
317,0.5959279537200928
318,0.4630044102668762
319,0.5716779828071594
320,0.5182508230209351
321,0.5658808350563049
322,0.5493914484977722
323,0.6375875473022461
324,0.6216583847999573
325,0.5386242866516113
326,0.44413089752197266
327,0.45843473076820374
328,0.531652569770813
329,0.50562584400177
330,0.4462239444255829
331,0.4501207172870636
332,0.5121232867240906
333,0.5635899901390076
334,0.44497865438461304
335,0.6298832297325134
336,0.56422358751297
337,0.5388736724853516
338,0.4714975357055664
339,0.5361805558204651
340,0.6400277614593506
341,0.6611464619636536
342,0.4412727952003479
343,0.39097264409065247
344,0.5320539474487305
345,0.3761850595474243
346,0.6104301810264587
347,0.4797355830669403
348,0.5446953773498535
349,0.4580855071544647
350,0.6948906779289246
351,0.520902693271637
352,0.5492815971374512
353,0.6153404712677002
354,0.6291537880897522
355,0.7041197419166565
356,0.5685545802116394
357,0.5277116298675537
358,0.4811273515224457
359,0.4527795612812042
360,0.5616885423660278
361,0.6745184063911438
362,0.43114566802978516
363,0.43609556555747986
364,0.47662511467933655
365,0.5201196670532227
366,0.6031880974769592
367,0.4871266782283783
368,0.42666709423065186
369,0.6238478422164917
370,0.5438209772109985
371,0.4683058559894562
372,0.5929997563362122
373,0.5829752683639526
374,0.5014462471008301
375,0.5631716847419739
376,0.44321778416633606
377,0.46254777908325195
378,0.5403878688812256
379,0.5051255822181702
380,0.44689661264419556
381,0.5967181921005249
382,0.5414962768554688
383,0.5787145495414734
384,0.5312836170196533
385,0.5680627822875977
386,0.5723401308059692
387,0.6703983545303345
388,0.5631096363067627
389,0.4799099862575531
390,0.5679738521575928
391,0.5537419319152832
392,0.5144882202148438
393,0.5550935864448547
394,0.6396800875663757
395,0.40185001492500305
396,0.5367591977119446
397,0.5310799479484558
398,0.5127251744270325
399,0.4566424787044525
400,0.4431842565536499
401,0.3928321301937103
402,0.5442649722099304
403,0.6725255846977234
404,0.44199347496032715
405,0.5049235820770264
406,0.5493341088294983
407,0.48930248618125916
408,0.5438637137413025
409,0.49506303668022156
410,0.45411717891693115
411,0.5030374526977539
412,0.47231554985046387
413,0.41300153732299805
414,0.5552101135253906
415,0.39944055676460266
416,0.42508211731910706
417,0.4248679280281067
418,0.44980940222740173
419,0.5636300444602966
420,0.6534963846206665
421,0.3707173466682434
422,0.5624474883079529
423,0.43588095903396606
424,0.46937641501426697
425,0.4171712398529053
426,0.3757881820201874
427,0.38916856050491333
428,0.5706535577774048
429,0.5582364797592163
430,0.6054648756980896
431,0.4718535840511322
432,0.5476685762405396
433,0.3700924217700958
434,0.3832596242427826
435,0.5309668183326721
436,0.3781076669692993
437,0.47083020210266113
438,0.4111524522304535
439,0.45856064558029175
440,0.6057436466217041
441,0.49897992610931396
442,0.4167274534702301
443,0.3315500020980835
444,0.4638718366622925
445,0.34054329991340637
446,0.4428839087486267
447,0.5021390318870544
448,0.555514931678772
449,0.5862138271331787
450,0.4237661063671112
451,0.7152538895606995
452,0.5343957543373108
453,0.4928312599658966
454,0.6153118014335632
455,0.41791313886642456
456,0.5236827731132507
457,0.3504856824874878
458,0.6240061521530151
459,0.5140575170516968
460,0.5720404386520386
461,0.5144008994102478
462,0.5823245644569397
463,0.3909703195095062
464,0.4769470691680908
465,0.5947567224502563
466,0.5623416900634766
467,0.5205342769622803
468,0.39475902915000916
469,0.4919321537017822
470,0.4869946539402008
471,0.40767407417297363
472,0.4901796579360962
473,0.5634907484054565
474,0.4912847578525543
475,0.6050204634666443
476,0.4465924799442291
477,0.5255109667778015
478,0.6011330485343933
479,0.5820860266685486
480,0.5324918031692505
481,0.375948965549469
482,0.4576391577720642
483,0.443175345659256
484,0.5981038212776184
485,0.42240017652511597
486,0.5181702971458435
487,0.47100844979286194
488,0.5286002159118652
489,0.39316532015800476
490,0.5310013294219971
491,0.38117751479148865
492,0.4329729974269867
493,0.36729222536087036
494,0.5297890305519104
495,0.41598111391067505
496,0.5566033124923706
497,0.3970354497432709
498,0.37912502884864807
499,0.5886000990867615
500,0.4815260171890259
501,0.6041725277900696
502,0.4292882978916168
503,0.49573028087615967
504,0.39674243330955505
505,0.5884626507759094
506,0.3791029751300812
507,0.32647329568862915
508,0.44193410873413086
509,0.4148205816745758
510,0.5955417156219482
511,0.41800180077552795
512,0.5149894952774048
513,0.5787385702133179
514,0.44155627489089966
515,0.37087878584861755
516,0.3394303023815155
517,0.503833532333374
518,0.45832210779190063
519,0.5298499464988708
520,0.4887891709804535
521,0.5445501804351807
522,0.5106878876686096
523,0.47577476501464844
524,0.5826337933540344
525,0.4435758888721466
526,0.43032726645469666
527,0.5723399519920349
528,0.5012170672416687
529,0.5282805562019348
530,0.5773640871047974
531,0.5408920645713806
532,0.38557371497154236
533,0.4781472980976105
534,0.5822818279266357
535,0.5560028553009033
536,0.4158257842063904
537,0.39961105585098267
538,0.4024222791194916
539,0.5096449851989746
540,0.3934216797351837
541,0.4237707257270813
542,0.3568965494632721
543,0.40536966919898987
544,0.41911977529525757
545,0.5608444213867188
546,0.4162217080593109
547,0.3688143491744995
